Path,Shape_diamond,Shape_hex,Shape_round,Shape_square,Shape_triangle
Dataset/trafficsigns_dataset/triangle/warning/01062_00002.png,0,0,0,0,1
Dataset/trafficsigns_dataset/round/trafficdirective/00272_00000.png,0,0,1,0,0
Dataset/trafficsigns_dataset/round/limitedtraffic/01806_00000.png,0,0,1,0,0
Dataset/trafficsigns_dataset/round/noentry/01224_00002.png,0,0,1,0,0
Dataset/trafficsigns_dataset/diamond/rightofway/00046_00001.png,1,0,0,0,0
Dataset/trafficsigns_dataset/round/noparking/01827_00002.png,0,0,1,0,0
Dataset/trafficsigns_dataset/round/roundabout/01460_00002.png,0,0,1,0,0
Dataset/trafficsigns_dataset/round/speed/01773_00000.png,0,0,1,0,0
Dataset/trafficsigns_dataset/round/bicycle/01526_00002.png,0,0,1,0,0
Dataset/trafficsigns_dataset/round/noentry/01292_00001.png,0,0,1,0,0
Dataset/trafficsigns_dataset/square/parking/00458_00000.png,0,0,0,1,0
Dataset/trafficsigns_dataset/round/noentry/01246_00000.png,0,0,1,0,0
Dataset/trafficsigns_dataset/round/noentry/00882_00001.png,0,0,1,0,0
Dataset/trafficsigns_dataset/round/bicycle/00416_00001.png,0,0,1,0,0
Dataset/trafficsigns_dataset/diamond/rightofway/00045_00002.png,1,0,0,0,0
Dataset/trafficsigns_dataset/diamond/rightofway/01276_00001.png,1,0,0,0,0
Dataset/trafficsigns_dataset/triangle/warning/00207_00000.png,0,0,0,0,1
Dataset/trafficsigns_dataset/diamond/rightofway/01502_00001.png,1,0,0,0,0
Dataset/trafficsigns_dataset/round/bicycle/01526_00000.png,0,0,1,0,0
Dataset/trafficsigns_dataset/round/noparking/00460_00000.png,0,0,1,0,0
Dataset/trafficsigns_dataset/triangle/warning/01061_00001.png,0,0,0,0,1
Dataset/trafficsigns_dataset/round/trafficdirective/00118_00000.png,0,0,1,0,0
Dataset/trafficsigns_dataset/triangle/giveway/01571_00000.png,0,0,0,0,1
Dataset/trafficsigns_dataset/triangle/warning/00401_00000.png,0,0,0,0,1
Dataset/trafficsigns_dataset/square/parking/01193_00001.png,0,0,0,1,0
Dataset/trafficsigns_dataset/round/noentry/01644_00001.png,0,0,1,0,0
Dataset/trafficsigns_dataset/round/noentry/01051_00001.png,0,0,1,0,0
Dataset/trafficsigns_dataset/diamond/rightofway/00123_00001.png,1,0,0,0,0
Dataset/trafficsigns_dataset/round/noentry/01044_00002.png,0,0,1,0,0
Dataset/trafficsigns_dataset/round/traveldirection/00588_00000.png,0,0,1,0,0
Dataset/trafficsigns_dataset/triangle/giveway/00006_00001.png,0,0,0,0,1
Dataset/trafficsigns_dataset/round/traveldirection/00020_00000.png,0,0,1,0,0
Dataset/trafficsigns_dataset/round/noparking/01445_00002.png,0,0,1,0,0
Dataset/trafficsigns_dataset/triangle/warning/01085_00000.png,0,0,0,0,1
Dataset/trafficsigns_dataset/round/noentry/01303_00002.png,0,0,1,0,0
Dataset/trafficsigns_dataset/round/traveldirection/01299_00002.png,0,0,1,0,0
Dataset/trafficsigns_dataset/square/parking/01391_00000.png,0,0,0,1,0
Dataset/trafficsigns_dataset/square/parking/01332_00000.png,0,0,0,1,0
Dataset/trafficsigns_dataset/hex/stop/01920_00001.png,0,1,0,0,0
Dataset/trafficsigns_dataset/diamond/rightofway/00118_00000.png,1,0,0,0,0
Dataset/trafficsigns_dataset/round/noentry/01302_00000.png,0,0,1,0,0
Dataset/trafficsigns_dataset/triangle/warning/00897_00000.png,0,0,0,0,1
Dataset/trafficsigns_dataset/round/noentry/00727_00001.png,0,0,1,0,0
Dataset/trafficsigns_dataset/round/noentry/01550_00001.png,0,0,1,0,0
Dataset/trafficsigns_dataset/round/traveldirection/00031_00000.png,0,0,1,0,0
Dataset/trafficsigns_dataset/square/laneend/01472_00000.png,0,0,0,1,0
Dataset/trafficsigns_dataset/triangle/warning/00009_00002.png,0,0,0,0,1
Dataset/trafficsigns_dataset/round/noparking/01819_00000.png,0,0,1,0,0
Dataset/trafficsigns_dataset/square/continue/01641_00001.png,0,0,0,1,0
Dataset/trafficsigns_dataset/round/limitedtraffic/01901_00001.png,0,0,1,0,0
Dataset/trafficsigns_dataset/triangle/warning/01531_00002.png,0,0,0,0,1
Dataset/trafficsigns_dataset/triangle/warning/00371_00002.png,0,0,0,0,1
Dataset/trafficsigns_dataset/round/noparking/00868_00001.png,0,0,1,0,0
Dataset/trafficsigns_dataset/square/crossing/01199_00003.png,0,0,0,1,0
Dataset/trafficsigns_dataset/round/traveldirection/01214_00001.png,0,0,1,0,0
Dataset/trafficsigns_dataset/round/noparking/01567_00001.png,0,0,1,0,0
Dataset/trafficsigns_dataset/round/speed/00935_00002.png,0,0,1,0,0
Dataset/trafficsigns_dataset/triangle/warning/00147_00001.png,0,0,0,0,1
Dataset/trafficsigns_dataset/triangle/warning/00249_00000.png,0,0,0,0,1
Dataset/trafficsigns_dataset/round/bicycle/00463_00002.png,0,0,1,0,0
Dataset/trafficsigns_dataset/triangle/warning/00079_00002.png,0,0,0,0,1
Dataset/trafficsigns_dataset/triangle/warning/01590_00001.png,0,0,0,0,1
Dataset/trafficsigns_dataset/square/laneend/01937_00001.png,0,0,0,1,0
Dataset/trafficsigns_dataset/round/trafficdirective/01755_00000.png,0,0,1,0,0
Dataset/trafficsigns_dataset/triangle/giveway/01513_00000.png,0,0,0,0,1
Dataset/trafficsigns_dataset/square/crossing/01430_00001.png,0,0,0,1,0
Dataset/trafficsigns_dataset/round/trafficdirective/00231_00002.png,0,0,1,0,0
Dataset/trafficsigns_dataset/triangle/warning/00881_00002.png,0,0,0,0,1
Dataset/trafficsigns_dataset/triangle/giveway/00126_00002.png,0,0,0,0,1
Dataset/trafficsigns_dataset/round/noparking/00448_00001.png,0,0,1,0,0
Dataset/trafficsigns_dataset/round/noentry/00843_00001.png,0,0,1,0,0
Dataset/trafficsigns_dataset/square/parking/00062_00001.png,0,0,0,1,0
Dataset/trafficsigns_dataset/square/parking/01596_00002.png,0,0,0,1,0
Dataset/trafficsigns_dataset/triangle/warning/00899_00002.png,0,0,0,0,1
Dataset/trafficsigns_dataset/round/traveldirection/00481_00002.png,0,0,1,0,0
Dataset/trafficsigns_dataset/round/traveldirection/01418_00000.png,0,0,1,0,0
Dataset/trafficsigns_dataset/triangle/warning/01888_00001.png,0,0,0,0,1
Dataset/trafficsigns_dataset/round/noentry/00843_00002.png,0,0,1,0,0
Dataset/trafficsigns_dataset/round/noentry/01057_00001.png,0,0,1,0,0
Dataset/trafficsigns_dataset/round/speed/01852_00002.png,0,0,1,0,0
Dataset/trafficsigns_dataset/round/bicycle/00406_00002.png,0,0,1,0,0
Dataset/trafficsigns_dataset/round/noentry/00882_00000.png,0,0,1,0,0
Dataset/trafficsigns_dataset/round/noentry/00571_00000.png,0,0,1,0,0
Dataset/trafficsigns_dataset/round/trafficdirective/00650_00000.png,0,0,1,0,0
Dataset/trafficsigns_dataset/triangle/warning/00197_00002.png,0,0,0,0,1
Dataset/trafficsigns_dataset/triangle/warning/00394_00000.png,0,0,0,0,1
Dataset/trafficsigns_dataset/round/bicycle/00904_00000.png,0,0,1,0,0
Dataset/trafficsigns_dataset/triangle/giveway/00983_00001.png,0,0,0,0,1
Dataset/trafficsigns_dataset/square/parking/00090_00002.png,0,0,0,1,0
Dataset/trafficsigns_dataset/triangle/warning/00201_00000.png,0,0,0,0,1
Dataset/trafficsigns_dataset/round/speed/01514_00000.png,0,0,1,0,0
Dataset/trafficsigns_dataset/round/speed/00377_00001.png,0,0,1,0,0
Dataset/trafficsigns_dataset/triangle/warning/01521_00001.png,0,0,0,0,1
Dataset/trafficsigns_dataset/round/speed/00361_00002.png,0,0,1,0,0
Dataset/trafficsigns_dataset/round/trafficdirective/00063_00001.png,0,0,1,0,0
Dataset/trafficsigns_dataset/round/traveldirection/01214_00002.png,0,0,1,0,0
Dataset/trafficsigns_dataset/hex/stop/01811_00002.png,0,1,0,0,0
Dataset/trafficsigns_dataset/triangle/warning/00319_00002.png,0,0,0,0,1
Dataset/trafficsigns_dataset/round/speed/00758_00000.png,0,0,1,0,0
Dataset/trafficsigns_dataset/square/continue/01482_00001.png,0,0,0,1,0
Dataset/trafficsigns_dataset/round/speed/01816_00002.png,0,0,1,0,0
Dataset/trafficsigns_dataset/square/continue/01400_00002.png,0,0,0,1,0
Dataset/trafficsigns_dataset/triangle/warning/01722_00002.png,0,0,0,0,1
Dataset/trafficsigns_dataset/triangle/warning/01575_00002.png,0,0,0,0,1
Dataset/trafficsigns_dataset/square/continue/01625_00000.png,0,0,0,1,0
Dataset/trafficsigns_dataset/triangle/warning/01926_00000.png,0,0,0,0,1
Dataset/trafficsigns_dataset/triangle/giveway/00114_00001.png,0,0,0,0,1
Dataset/trafficsigns_dataset/round/bicycle/01110_00002.png,0,0,1,0,0
Dataset/trafficsigns_dataset/round/roundabout/01875_00000.png,0,0,1,0,0
Dataset/trafficsigns_dataset/triangle/warning/00736_00002.png,0,0,0,0,1
Dataset/trafficsigns_dataset/diamond/rightofway/01244_00002.png,1,0,0,0,0
Dataset/trafficsigns_dataset/square/parking/01338_00002.png,0,0,0,1,0
Dataset/trafficsigns_dataset/triangle/warning/01490_00000.png,0,0,0,0,1
Dataset/trafficsigns_dataset/round/traveldirection/00031_00002.png,0,0,1,0,0
Dataset/trafficsigns_dataset/square/continue/01045_00002.png,0,0,0,1,0
Dataset/trafficsigns_dataset/square/parking/01456_00001.png,0,0,0,1,0
Dataset/trafficsigns_dataset/round/noentry/01252_00002.png,0,0,1,0,0
Dataset/trafficsigns_dataset/round/trafficdirective/01970_00001.png,0,0,1,0,0
Dataset/trafficsigns_dataset/triangle/warning/00079_00000.png,0,0,0,0,1
Dataset/trafficsigns_dataset/diamond/rightofway/00937_00001.png,1,0,0,0,0
Dataset/trafficsigns_dataset/square/parking/01923_00001.png,0,0,0,1,0
Dataset/trafficsigns_dataset/square/parking/00106_00002.png,0,0,0,1,0
Dataset/trafficsigns_dataset/round/roundabout/01318_00001.png,0,0,1,0,0
Dataset/trafficsigns_dataset/square/continue/01559_00001.png,0,0,0,1,0
Dataset/trafficsigns_dataset/diamond/rightofway/01254_00001.png,1,0,0,0,0
Dataset/trafficsigns_dataset/round/roundabout/01352_00002.png,0,0,1,0,0
Dataset/trafficsigns_dataset/triangle/warning/00770_00001.png,0,0,0,0,1
Dataset/trafficsigns_dataset/diamond/rightofway/01935_00002.png,1,0,0,0,0
Dataset/trafficsigns_dataset/round/bicycle/00052_00001.png,0,0,1,0,0
Dataset/trafficsigns_dataset/square/continue/01068_00001.png,0,0,0,1,0
Dataset/trafficsigns_dataset/round/trafficdirective/00230_00001.png,0,0,1,0,0
Dataset/trafficsigns_dataset/diamond/rightofway/01715_00000.png,1,0,0,0,0
Dataset/trafficsigns_dataset/triangle/warning/01450_00002.png,0,0,0,0,1
Dataset/trafficsigns_dataset/round/noparking/01297_00002.png,0,0,1,0,0
Dataset/trafficsigns_dataset/square/laneend/00165_00000.png,0,0,0,1,0
Dataset/trafficsigns_dataset/diamond/rightofway/00050_00002.png,1,0,0,0,0
Dataset/trafficsigns_dataset/square/parking/01322_00000.png,0,0,0,1,0
Dataset/trafficsigns_dataset/round/traveldirection/01677_00001.png,0,0,1,0,0
Dataset/trafficsigns_dataset/round/noentry/01302_00001.png,0,0,1,0,0
Dataset/trafficsigns_dataset/round/trafficdirective/01181_00000.png,0,0,1,0,0
Dataset/trafficsigns_dataset/square/laneend/01415_00001.png,0,0,0,1,0
Dataset/trafficsigns_dataset/triangle/giveway/00114_00002.png,0,0,0,0,1
Dataset/trafficsigns_dataset/round/trafficdirective/00699_00001.png,0,0,1,0,0
Dataset/trafficsigns_dataset/triangle/warning/00068_00001.png,0,0,0,0,1
Dataset/trafficsigns_dataset/triangle/warning/00572_00001.png,0,0,0,0,1
Dataset/trafficsigns_dataset/diamond/rightofway/01910_00002.png,1,0,0,0,0
Dataset/trafficsigns_dataset/square/continue/00323_00001.png,0,0,0,1,0
Dataset/trafficsigns_dataset/round/speed/01262_00001.png,0,0,1,0,0
Dataset/trafficsigns_dataset/diamond/rightofway/01702_00000.png,1,0,0,0,0
Dataset/trafficsigns_dataset/square/parking/00850_00000.png,0,0,0,1,0
Dataset/trafficsigns_dataset/diamond/rightofway/01519_00001.png,1,0,0,0,0
Dataset/trafficsigns_dataset/diamond/rightofway/01526_00001.png,1,0,0,0,0
Dataset/trafficsigns_dataset/triangle/warning/00249_00002.png,0,0,0,0,1
Dataset/trafficsigns_dataset/round/roundabout/00167_00000.png,0,0,1,0,0
Dataset/trafficsigns_dataset/round/roundabout/00809_00000.png,0,0,1,0,0
Dataset/trafficsigns_dataset/round/noparking/01819_00001.png,0,0,1,0,0
Dataset/trafficsigns_dataset/square/parking/00492_00000.png,0,0,0,1,0
Dataset/trafficsigns_dataset/square/crossing/01199_00001.png,0,0,0,1,0
Dataset/trafficsigns_dataset/diamond/rightofway/01248_00002.png,1,0,0,0,0
Dataset/trafficsigns_dataset/round/traveldirection/01324_00002.png,0,0,1,0,0
Dataset/trafficsigns_dataset/round/bicycle/00004_00001.png,0,0,1,0,0
Dataset/trafficsigns_dataset/round/bicycle/01461_00002.png,0,0,1,0,0
Dataset/trafficsigns_dataset/triangle/warning/01971_00000.png,0,0,0,0,1
Dataset/trafficsigns_dataset/round/noparking/01566_00002.png,0,0,1,0,0
Dataset/trafficsigns_dataset/round/noparking/00863_00001.png,0,0,1,0,0
Dataset/trafficsigns_dataset/diamond/rightofway/01935_00000.png,1,0,0,0,0
Dataset/trafficsigns_dataset/triangle/warning/01485_00000.png,0,0,0,0,1
Dataset/trafficsigns_dataset/round/speed/01244_00002.png,0,0,1,0,0
Dataset/trafficsigns_dataset/round/noentry/01156_00002.png,0,0,1,0,0
Dataset/trafficsigns_dataset/round/traveldirection/01142_00002.png,0,0,1,0,0
Dataset/trafficsigns_dataset/round/bicycle/00772_00000.png,0,0,1,0,0
Dataset/trafficsigns_dataset/square/crossing/01402_00001.png,0,0,0,1,0
Dataset/trafficsigns_dataset/triangle/warning/00709_00000.png,0,0,0,0,1
Dataset/trafficsigns_dataset/round/limitedtraffic/00726_00001.png,0,0,1,0,0
Dataset/trafficsigns_dataset/round/limitedtraffic/01188_00001.png,0,0,1,0,0
Dataset/trafficsigns_dataset/square/crossing/01887_00002.png,0,0,0,1,0
Dataset/trafficsigns_dataset/diamond/rightofway/00044_00002.png,1,0,0,0,0
Dataset/trafficsigns_dataset/square/parking/01358_00002.png,0,0,0,1,0
Dataset/trafficsigns_dataset/triangle/giveway/00963_00001.png,0,0,0,0,1
Dataset/trafficsigns_dataset/round/roundabout/01319_00001.png,0,0,1,0,0
Dataset/trafficsigns_dataset/round/noentry/01268_00001.png,0,0,1,0,0
Dataset/trafficsigns_dataset/square/parking/00175_00001.png,0,0,0,1,0
Dataset/trafficsigns_dataset/triangle/warning/01780_00000.png,0,0,0,0,1
Dataset/trafficsigns_dataset/round/noentry/00925_00000.png,0,0,1,0,0
Dataset/trafficsigns_dataset/triangle/giveway/00056_00000.png,0,0,0,0,1
Dataset/trafficsigns_dataset/triangle/giveway/01106_00000.png,0,0,0,0,1
Dataset/trafficsigns_dataset/round/speed/00653_00000.png,0,0,1,0,0
Dataset/trafficsigns_dataset/square/parking/01307_00002.png,0,0,0,1,0
Dataset/trafficsigns_dataset/round/bicycle/00855_00000.png,0,0,1,0,0
Dataset/trafficsigns_dataset/diamond/rightofway/00945_00001.png,1,0,0,0,0
Dataset/trafficsigns_dataset/triangle/warning/01640_00001.png,0,0,0,0,1
Dataset/trafficsigns_dataset/round/speed/01774_00001.png,0,0,1,0,0
Dataset/trafficsigns_dataset/square/crossing/00180_00001.png,0,0,0,1,0
Dataset/trafficsigns_dataset/square/continue/01136_00001.png,0,0,0,1,0
Dataset/trafficsigns_dataset/triangle/giveway/01906_00000.png,0,0,0,0,1
Dataset/trafficsigns_dataset/triangle/giveway/01209_00000.png,0,0,0,0,1
Dataset/trafficsigns_dataset/round/speed/01519_00001.png,0,0,1,0,0
Dataset/trafficsigns_dataset/round/traveldirection/01677_00000.png,0,0,1,0,0
Dataset/trafficsigns_dataset/round/speed/01002_00001.png,0,0,1,0,0
Dataset/trafficsigns_dataset/triangle/giveway/01205_00001.png,0,0,0,0,1
Dataset/trafficsigns_dataset/triangle/warning/01075_00000.png,0,0,0,0,1
Dataset/trafficsigns_dataset/round/speed/01524_00002.png,0,0,1,0,0
Dataset/trafficsigns_dataset/triangle/warning/00920_00000.png,0,0,0,0,1
Dataset/trafficsigns_dataset/round/traveldirection/00360_00000.png,0,0,1,0,0
Dataset/trafficsigns_dataset/round/limitedtraffic/01690_00001.png,0,0,1,0,0
Dataset/trafficsigns_dataset/square/parking/01192_00001.png,0,0,0,1,0
Dataset/trafficsigns_dataset/round/noentry/01099_00001.png,0,0,1,0,0
Dataset/trafficsigns_dataset/round/roundabout/01355_00002.png,0,0,1,0,0
Dataset/trafficsigns_dataset/square/parking/00012_00000.png,0,0,0,1,0
Dataset/trafficsigns_dataset/triangle/warning/01020_00002.png,0,0,0,0,1
Dataset/trafficsigns_dataset/triangle/warning/00240_00002.png,0,0,0,0,1
Dataset/trafficsigns_dataset/square/crossing/00140_00000.png,0,0,0,1,0
Dataset/trafficsigns_dataset/triangle/warning/00029_00002.png,0,0,0,0,1
Dataset/trafficsigns_dataset/round/traveldirection/01890_00002.png,0,0,1,0,0
